company_clean,company,sector,sector_group,revenue_band,revenue_rank,employee_band,employee_rank,company_score,reviews_count
"The Reybold Group Of Companies, Inc.","The Reybold Group of Companies, Inc.",,,,,,,,
The Reynolds Company,The Reynolds Company,Wholesale Trade,Sales,XS,2.0,S,3.0,4.0,38.0
The Ribeiro Companies,The Ribeiro Companies,Accounting and Taxes,Finance,,,,,3.0,6.0
The Right Staff,The Right Staff,Staffing and Outsourcing,Human Resources,,,XS,2.0,3.3,29.0
"The Right Staff, Llc","THE RIGHT STAFF, LLC",Staffing and Outsourcing,Human Resources,,,XS,2.0,3.3,29.0
The Ritz Carlton Yacht Collection,The Ritz Carlton Yacht Collection,Tourism and Accommodation,Tourism and Accommodation,S,3.0,XXXL,8.0,4.4,3044.0
The Riverstone Group,The RiverStone Group,,,,,,,3.7,6.0
The Rmr Group,The RMR Group,Construction,Construction,S,3.0,L,5.0,3.5,41.0
The Road Home,The Road Home,Community Services,Government,XS,2.0,M,4.0,4.0,39.0
The Rockmont Motor Company,The Rockmont Motor Company,,,,,,,,
The Roman Catholic Archdiocese Of Los Angeles (La...,The Roman Catholic Archdiocese of Los Angeles (LA...,,,,,,,,
The Ronin Society,The Ronin Society,,,,,,,,
The Roomplace,The RoomPlace,Wholesale and Retail Sales,Sales,,,L,5.0,3.3,127.0
The Roosevelt At Salt Creek,The Roosevelt at Salt Creek,Nursing Homes and Retirement Homes,Childcare and Elderly Care,,,,,,
The Rooter Works,The Rooter Works,Construction,Construction,,,,,5.0,2.0
The Rose Gaming Resort,The Rose Gaming Resort,,,,,,,,
The Royal Group,The Royal Group,Manufacturing,Product Manufacturing,,,XL,6.0,3.4,108.0
The Ruscoe Company,The Ruscoe Company,,,,,,,,
The Ryder Hotel,The Ryder Hotel,Hotels and Resorts,Tourism and Accommodation,,,,,1.0,1.0
"The S Group, Inc.","The S Group, Inc.",,,,,,,,
The Sagamore Hotel,The Sagamore Hotel,Tourism and Accommodation,Tourism and Accommodation,,,,,3.2,21.0
The Saint Paul Chamber Orchestra Society,The Saint Paul Chamber Orchestra Society,,,,,,,,
The Salk Institute For Biological Studies,The Salk Institute for Biological Studies,Education,Education,M,4.0,XL,6.0,3.8,67.0
The Salt Lake City Public Library System,The Salt Lake City Public Library System,Government and Public Administration,Government,,,,,,
The Salvation Army,The Salvation Army,NGOs and Nonprofit Organizations,Nonprofit Organizations,L,5.0,XXL,7.0,3.9,15675.0
The Salvation Army Cascade Division,The Salvation Army Cascade Division,NGOs and Nonprofit Organizations,Nonprofit Organizations,L,5.0,XXL,7.0,3.9,15930.0
The Salvation Army Central Territory,The Salvation Army Central Territory,,,,,,,4.5,2.0
The Salvation Army Eastern Territory,The Salvation Army Eastern Territory,NGOs and Nonprofit Organizations,Nonprofit Organizations,L,5.0,XXL,7.0,3.9,15675.0
The Salvation Army Western Usa,The Salvation Army Western USA,NGOs and Nonprofit Organizations,Nonprofit Organizations,L,5.0,XXL,7.0,3.9,15675.0
The San Diego Foundation,The San Diego Foundation,,,,,S,3.0,4.4,5.0
The Save Mart Companies,The Save Mart Companies,Food and Beverage Stores,Food and Beverage,XL,6.0,XXXL,8.0,3.6,797.0
The Scarlet Hotel,The Scarlet Hotel,,,,,,,3.9,7.0
The School District Of Philadelphia,The School District Of Philadelphia,Education,Education,XXXS,0.0,XXXL,8.0,3.5,1164.0
The Scion Group,The Scion Group,Real Estate,Real Estate,L,5.0,XL,6.0,2.9,120.0
The Scotts Miracle-Gro Company,The Scotts Miracle-Gro Company,Consumer Product Manufacturing,Product Manufacturing,,,XXL,7.0,3.7,780.0
The Scottsdale Plaza Resort,The Scottsdale Plaza Resort,Tourism and Accommodation,Tourism and Accommodation,,,,,3.6,19.0
The Scoular Company,The Scoular Company,Agricultural Production,Agrarian,XL,6.0,L,5.0,3.5,90.0
The Sea Ranch,The Sea Ranch,,,,,,,,
The Seed Foundation,THE SEED FOUNDATION,NGOs and Nonprofit Organizations,Nonprofit Organizations,XS,2.0,XS,2.0,5.0,2.0
"The Segal Group, Inc.","The Segal Group, Inc.",Management and Consulting,Consulting,M,4.0,L,5.0,3.0,1.0
"The Seifried Group, Pllc","The Seifried Group, PLLC",,,,,,,,
The Shadowfax Corporation,The Shadowfax Corporation,Community Services,Government,,,,,3.4,39.0
The Shelly Company,The Shelly Company,,,L,5.0,L,5.0,3.6,19.0
The Shipyard,The Shipyard,Bars and Nightclubs,Entertainment,,,S,3.0,3.0,5.0
The Shopping Center Group,The Shopping Center Group,Real Estate,Real Estate,XS,2.0,M,4.0,4.2,22.0
"The Shyft Group Usa, Inc","The Shyft Group USA, Inc",,,,,,,,
The Signatry,The Signatry,,,,,,,,
The Skagit Valley Family Ymca,The Skagit Valley Family Ymca,,,,,,,,
The Skylark,The Skylark,Restaurants and Cafes,Restaurants and Food Services,,,,,4.0,6.0
The Smead Manufacturing Company,The Smead Manufacturing Company,,,,,,,,
The Smilist,The Smilist,Healthcare,Health,,,L,5.0,3.9,59.0
The Software Institute,The Software Institute,IT Support,Information Technology,,,,,,
The Software Practice Pte Ltd,The Software Practice Pte Ltd,,,,,,,,
The Sonder Autism Center,The Sonder Autism Center,Healthcare,Health,,,S,3.0,2.5,22.0
The South Suburban Council On Alcoholism And...,The South Suburban Council on Alcoholism and...,,,,,,,,
The Soyemi Group,The Soyemi Group,IT Support,Information Technology,,,,,,
The Spartan Group,The Spartan Group,,,,,,,,
The Special Competitive Studies Project,The Special Competitive Studies Project,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,,,,
The Specialists Group Llc,The Specialists Group LLC,Human Resources,Human Resources,XXS,1.0,XS,2.0,,
The Speciality Shop,The Speciality Shop,Food and Beverage Production,Food and Beverage,,,,,,
"The Splash Lab, Usa, Inc.","The Splash Lab, USA, Inc.",Wholesale and Retail Sales,Sales,,,,,,
The Sports Facilities Companies,The Sports Facilities Companies,Management and Consulting,Consulting,XXS,1.0,XL,6.0,4.0,8.0
The Springs Community Association,The Springs Community Association,,,,,,,4.0,1.0
The Spur Group,The Spur Group,Business Consulting,Consulting,,,M,4.0,3.1,15.0
The St. James,The St. James,Bars and Nightclubs,Entertainment,,,,,2.8,28.0
The Stable,The Stable,Restaurants and Cafes,Restaurants and Food Services,,,XS,2.0,3.9,14.0
"The Staffing Resource Group, Inc","The Staffing Resource Group, Inc",Human Resources,Human Resources,XXS,1.0,XS,2.0,3.6,68.0
The Standard,The Standard,Food and Beverage Stores,Food and Beverage,M,4.0,XL,6.0,3.5,329.0
The Start Center For Cancer Care,The START Center for Cancer Care,,,,,,,,
The State Group,The State Group,"Construction, Repair, and Maintenance Services",Construction,M,4.0,XL,6.0,4.1,35.0
The State Of Florida,The State of Florida,Government and Public Administration,Government,,,M,4.0,3.5,1759.0
The State Of Kansas,The State of Kansas,Government and Public Administration,Government,,,XXXL,8.0,3.5,346.0
The State Of New Hampshire,The State of New Hampshire,Government and Public Administration,Government,,,L,5.0,3.8,161.0
The State Of Oklahoma,The State of Oklahoma,Government and Public Administration,Government,XXXL,8.0,XXXL,8.0,3.5,246.0
The Stella Hotel,The Stella Hotel,Hotels and Resorts,Tourism and Accommodation,,,XL,6.0,3.6,221.0
"The Stella Hotel, A Noble House Resort","The Stella Hotel, a Noble House Resort",Hotels and Resorts,Tourism and Accommodation,,,XL,6.0,3.6,221.0
The Sterling Organization Llc,The Sterling Organization LLC,,,,,,,,
The Stonehenge Company,The Stonehenge Company,,,,,,,,
The Stony Brook School,The Stony Brook School,Primary and Secondary Schools,Education,,,S,3.0,4.8,4.0
The Stronach Group - 1/St,THE STRONACH GROUP - 1/ST,,,,,,,,
The Sullivan Family Of Companies,The Sullivan Family of Companies,Wholesale and Retail Sales,Sales,,,XL,6.0,3.5,14.0
The Sunrider Corporation,The Sunrider Corporation,,,,,,,,
The Superior Group,The Superior Group,Wholesale and Retail Sales,Sales,M,4.0,XL,6.0,3.6,17.0
The Supreme Court Of Nevada,The Supreme Court of Nevada,,,,,,,,
The Surplus Line Association Of Ca,The Surplus Line Association of CA,Civic Associations,Nonprofit Organizations,S,3.0,S,3.0,3.3,3.0
The Surplus Line Association Of California,The Surplus Line Association of California,Civic Associations,Nonprofit Organizations,S,3.0,S,3.0,3.3,3.0
The Swedish Times,The Swedish Times,Media Communications,Media Communications,,,,,,
The Swift Group,The Swift Group,,,,,,,3.3,3.0
The Systems Depot,THE SYSTEMS DEPOT,Wood and Paper Manufacturing,Product Manufacturing,,,S,3.0,3.0,30.0
"The Talance Group, Lp","The Talance Group, LP",,,XXXS,0.0,XS,2.0,4.8,4.0
The Tanglewood Group Assisted Living Communities,The Tanglewood Group Assisted Living Communities,,,,,,,,
The Tatitlek Corporation,The Tatitlek Corporation,Medical Examinations and Clinical Laboratories,Health,M,4.0,L,5.0,3.7,127.0
"The Tcw Group, Inc.","The TCW Group, Inc.",Management and Consulting,Consulting,S,3.0,L,5.0,5.0,1.0
The Tearney Lab,The Tearney Lab,,,,,,,,
The Tek Studio,The Tek Studio,Telecommunications,Information Technology,,,,,,
The Teltech Group,The Teltech Group,Telecommunications,Information Technology,,,S,3.0,3.3,27.0
The Tensquare Group,The TenSquare Group,,,,,,,,
The Texas Facilities Commission,The Texas Facilities Commission,State and Regional Agencies,Government,,,,,3.0,2.0
The Texas Medical Center Library,The Texas Medical Center Library,Healthcare,Health,,,,,3.3,3.0
The Tides,The Tides,Restaurants and Food Services,Restaurants and Food Services,,,,,4.2,10.0
The Time New York,The Time New York,Hotels and Resorts,Tourism and Accommodation,,,,,3.0,2.0
The Timken Company,The Timken Company,Manufacturing,Product Manufacturing,XL,6.0,XXXL,8.0,3.4,842.0
"The Tjx Companies, Inc.","The TJX Companies, Inc.",Wholesale and Retail Sales,Sales,XXXL,8.0,XXXL,8.0,3.6,6296.0
"The Tjx Companies, Inc. - Corporate","The TJX Companies, Inc. - Corporate",,,,,,,,
The Toro Company,The Toro Company,Machinery Manufacturing,Product Manufacturing,XL,6.0,XXL,7.0,3.5,171.0
The Town Of Bedford Virginia,The Town of Bedford Virginia,,,,,,,,
The Trade Desk,The Trade Desk,Information Technology,Information Technology,XL,6.0,XL,6.0,4.2,12.0
The Trade Group Management Llc,The Trade Group Management Llc,,,,,,,,
"The Tradesmen Group, Llc.","The Tradesmen Group, LLC.",,,,,,,,
The Tranel Financial Group,The Tranel Financial Group,Finance,Finance,,,,,4.2,12.0
The Transformation Group,The Transformation Group,,,,,,,,
"The Travelers Companies, Inc.","The Travelers Companies, Inc.",Insurance,Insurance,XXXL,8.0,XXXL,8.0,3.7,2413.0
The Troyer Group,The Troyer Group,Architecture and Engineering,Construction,XS,2.0,S,3.0,4.3,8.0
The United Illuminating C,THE UNITED ILLUMINATING C,,,,,,,,
The United Methodist Church,The United Methodist Church,NGOs and Nonprofit Organizations,Nonprofit Organizations,XXS,1.0,S,3.0,4.1,315.0
The United Solutions Group Inc. Usg1,The United Solutions Group Inc. USG1,,,,,,,,
"The University Club Of Washington, Dc","The University Club of Washington, DC",Hospitals and Health Centers,Health,,,,,4.2,6.0
The University Of Alabama,The University of Alabama,Education,Education,XL,6.0,XL,6.0,4.3,644.0
The University Of Alabama In Huntsville,The University of Alabama in Huntsville,Education,Education,M,4.0,L,5.0,4.1,162.0
The University Of Chicago,The University of Chicago,Education,Education,XL,6.0,XXXL,8.0,4.0,730.0
The University Of Chicago Medicine,The University of Chicago Medicine,Healthcare,Health,XL,6.0,XL,6.0,3.8,1065.0
The University Of Denver,The University Of Denver,Education,Education,M,4.0,XL,6.0,4.2,265.0
The University Of Findlay,The University of Findlay,Education,Education,,,,,4.0,35.0
The University Of Fort Lauderdale,The University Of Fort Lauderdale,Healthcare,Health,XXS,1.0,XS,2.0,3.6,5.0
The University Of Iowa,The University of Iowa,Universities and Professional Schools,Education,XL,6.0,XXXL,8.0,4.1,879.0
The University Of Kansas Health System,The University of Kansas Health System,Healthcare,Health,XL,6.0,XXL,7.0,3.8,526.0
The University Of Louisiana At Monroe,The University of Louisiana at Monroe,Education,Education,XS,2.0,M,4.0,4.3,80.0
The University Of Mississippi,The University of Mississippi,Education,Education,M,4.0,XXL,7.0,4.4,387.0
The University Of Mississippi Medical Center,The University of Mississippi Medical Center,Education,Education,S,3.0,XXL,7.0,3.9,815.0
The University Of North Carolina At Chapel Hill...,The University of North Carolina at Chapel Hill...,,,,,,,,
The University Of North Georgia,The University of North Georgia,Education,Education,,,,,5.0,3.0
The University Of Pittsburgh,The University of Pittsburgh,Education,Education,XL,6.0,XXL,7.0,4.1,1242.0
The University Of Texas At Austin,The University of Texas at Austin,Education,Education,XXS,1.0,XXXL,8.0,4.2,1250.0
The University Of Texas At Tyler,The University of Texas at Tyler,Education,Education,,,,,3.8,52.0
The University Of Texas Rio Grande Valley,The University of Texas Rio Grande Valley,Education,Education,M,4.0,XL,6.0,4.1,80.0
The University Of Texas System,The University of Texas System,Education,Education,XS,2.0,M,4.0,3.8,52.0
The University Of Vermont Health Network,The University of Vermont Health Network,Nursing Homes and Retirement Homes,Childcare and Elderly Care,,,,,4.4,13.0
The University Of Vermont Medical Center,The University of Vermont Medical Center,Healthcare,Health,XL,6.0,XXL,7.0,4.0,171.0
The Unversity Of Oklahoma Health Sciences Center,The Unversity of Oklahoma Health Sciences Center,Accounting and Taxes,Finance,,,,,3.0,2.0
The Urban Institute,The Urban Institute,NGOs and Nonprofit Organizations,Nonprofit Organizations,S,3.0,M,4.0,4.0,26.0
The Valentino Group,The Valentino Group,,,,,,,5.0,1.0
The Vancouver Clinic,The Vancouver Clinic,,,,,,,,
The Vant Group,The Vant Group,Finance,Finance,,,,,,
The Venetian Las Vegas,The Venetian Las Vegas,Tourism and Accommodation,Tourism and Accommodation,,,,,3.6,11.0
The Village For Families & Children,The Village For Families & Children,,,,,,,2.8,73.0
The Village Life Center,The Village Life Center,Healthcare,Health,XXXS,0.0,XXXS,0.0,3.3,8.0
The Village Network,The Village Network,Staffing and Outsourcing,Human Resources,S,3.0,M,4.0,2.9,113.0
The Villages,The Villages,Hotels and Resorts,Tourism and Accommodation,M,4.0,XL,6.0,3.5,22.0
The Vincit Group,The Vincit Group,Accounting and Taxes,Finance,,,,,2.5,23.0
The Voleon Group,The Voleon Group,,,,,,,,
The Vollrath Company Llc,The Vollrath Company LLC,Manufacturing,Product Manufacturing,M,4.0,L,5.0,3.4,67.0
The W22,The W22,Telecommunications,Information Technology,,,,,,
The Waldinger Corporation,The Waldinger Corporation,"Construction, Repair, and Maintenance Services",Construction,M,4.0,XL,6.0,3.3,55.0
The Walman Optical Company,The Walman Optical Company,Healthcare,Health,M,4.0,XL,6.0,3.5,93.0
The Walsh Group,The Walsh Group,"Construction, Repair, and Maintenance Services",Construction,XL,6.0,XL,6.0,3.8,271.0
The Walt Disney Company (Corporate),The Walt Disney Company (Corporate),Audiovisual and Media Communications,Media Communications,XXXL,8.0,XXXL,8.0,4.1,4371.0
The Walton State Bank,The Walton State Bank,,,,,,,,
The Warren Group,The Warren Group,Audiovisual and Media Communications,Media Communications,XXXS,0.0,S,3.0,4.0,30.0
The Washington Center,The Washington Center,Education,Education,,,,,4.4,15.0
The Washington Post,The Washington Post,Publishing Industry,Entertainment,,,XL,6.0,4.0,219.0
The Watergate Hotel,The Watergate Hotel,Tourism and Accommodation,Tourism and Accommodation,,,S,3.0,3.0,47.0
"The Waterways Journal, Inc.","The Waterways Journal, Inc.",Publishing Industry,Entertainment,,,,,4.1,8.0
The Wave Digital,The Wave Digital,,,,,,,,
The Wedding Company,The Wedding Company,,,,,,,5.0,3.0
"The Weitz Company / Contrack Watts, Inc.","The Weitz Company / Contrack Watts, Inc.",,,,,,,,
The Wellhouse,The Wellhouse,,,,,XS,2.0,3.3,4.0
The Wellness Way,The Wellness Way,Hospitals and Health Centers,Health,,,S,3.0,3.1,11.0
The Wende Museum,The Wende Museum,,,,,,,,
The Wendy'S Company,The Wendy's Company,Restaurants and Food Services,Restaurants and Food Services,M,4.0,XXXL,8.0,3.4,39639.0
The Wenger Group,The Wenger Group,Support Services for the Agricultural Sector,Agrarian,,,L,5.0,3.1,36.0
The West Virginia University Foundation,The West Virginia University Foundation,Education,Education,L,5.0,XXL,7.0,4.1,491.0
The Westervelt Company,The Westervelt Company,,,M,4.0,L,5.0,5.0,1.0
The Westin Atlanta Perimeter,The Westin Atlanta Perimeter,Tourism and Accommodation,Tourism and Accommodation,XXXL,8.0,XXXL,8.0,4.1,23792.0
The Westin Chicago Northwest,The Westin Chicago Northwest,Tourism and Accommodation,Tourism and Accommodation,,,,,,
The Westin Dallas Park Central,The Westin Dallas Park Central,Tourism and Accommodation,Tourism and Accommodation,XXXL,8.0,XXXL,8.0,4.1,24042.0
The Westin Houston Medical Center,The Westin Houston Medical Center,Hotels and Resorts,Tourism and Accommodation,,,,,,
The Westin Westminster,The Westin Westminster,Tourism and Accommodation,Tourism and Accommodation,XXXL,8.0,XXXL,8.0,4.1,24042.0
"The Westshore Grand, A Tribute","The Westshore Grand, a Tribute",,,,,,,,
The White Mountain School,The White Mountain School,,,,,XS,2.0,5.0,1.0
The Whitlock Company,The Whitlock Company,,,XS,2.0,XXXS,0.0,4.0,1.0
The Wills Group | Dash In,The Wills Group | Dash In,Food and Beverage Stores,Food and Beverage,,,M,4.0,3.1,76.0
